section_id	section_title	paper_id	why
6.2	Safety, security, and governance	P0239	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, evaluation) in the paper title/abstract.
6.2	Safety, security, and governance	P0195	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, evaluation) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0086	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, core) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0129	Matches subsection 'Safety, security, and governance' via shared terms (safety, data, models) in the paper title/abstract.
6.2	Safety, security, and governance	P0155	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, controls) in the paper title/abstract.
6.2	Safety, security, and governance	P0075	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, deployed) in the paper title/abstract.
6.2	Safety, security, and governance	P0145	Matches subsection 'Safety, security, and governance' via shared terms (agents, controls, core) in the paper title/abstract.
6.2	Safety, security, and governance	P0036	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, design) in the paper title/abstract.
6.2	Safety, security, and governance	P0216	Matches subsection 'Safety, security, and governance' via shared terms (agents, constraints, deployed) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0126	Matches subsection 'Safety, security, and governance' via shared terms (agents, evaluation, how) in the paper title/abstract.
6.2	Safety, security, and governance	P0142	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, core) in the paper title/abstract.
6.2	Safety, security, and governance	P0146	Matches subsection 'Safety, security, and governance' via shared terms (agents, identify, injection) in the paper title/abstract.
6.2	Safety, security, and governance	P0168	Matches subsection 'Safety, security, and governance' via shared terms (agents, how, include) in the paper title/abstract.
6.2	Safety, security, and governance	P0213	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, identify) in the paper title/abstract.
6.2	Safety, security, and governance	P0241	Matches subsection 'Safety, security, and governance' via shared terms (agents, evaluation, explicit) in the paper title/abstract.
6.2	Safety, security, and governance	P0290	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, data) in the paper title/abstract.
6.2	Safety, security, and governance	P0030	Matches subsection 'Safety, security, and governance' via shared terms (agents, deployed, explicit) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0081	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, datasets) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0196	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, core) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0274	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, core) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0008	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, datasets) in the paper title/abstract.
6.2	Safety, security, and governance	P0048	Matches subsection 'Safety, security, and governance' via shared terms (agents, deployed, failure) in the paper title/abstract.
6.2	Safety, security, and governance	P0060	Matches subsection 'Safety, security, and governance' via shared terms (data, models, prompt) in the paper title/abstract.
6.2	Safety, security, and governance	P0148	Matches subsection 'Safety, security, and governance' via shared terms (agents, evaluation, interface) in the paper title/abstract.
6.2	Safety, security, and governance	P0116	Matches subsection 'Safety, security, and governance' via shared terms (data, design, evaluation) in the paper title/abstract. (also mapped 3× already)
