section_id	section_title	paper_id	why
6.2	Safety, security, and governance	P0152	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, deployed) in the paper title/abstract.
6.2	Safety, security, and governance	P0040	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, architecture) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0109	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, injection) in the paper title/abstract.
6.2	Safety, security, and governance	P0122	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, benchmarks) in the paper title/abstract.
6.2	Safety, security, and governance	P0236	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, data) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0212	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, datasets) in the paper title/abstract.
6.2	Safety, security, and governance	P0076	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, evaluation) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0208	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, benchmarks) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0029	Matches subsection 'Safety, security, and governance' via shared terms (safety, data, models) in the paper title/abstract.
6.2	Safety, security, and governance	P0044	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, include) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0163	Matches subsection 'Safety, security, and governance' via shared terms (agents, architecture, core) in the paper title/abstract.
6.2	Safety, security, and governance	P0270	Matches subsection 'Safety, security, and governance' via shared terms (agents, constraints, data) in the paper title/abstract.
6.2	Safety, security, and governance	P0136	Matches subsection 'Safety, security, and governance' via shared terms (agents, identify, injection) in the paper title/abstract.
6.2	Safety, security, and governance	P0137	Matches subsection 'Safety, security, and governance' via shared terms (agents, architecture, design) in the paper title/abstract.
6.2	Safety, security, and governance	P0160	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, datasets) in the paper title/abstract.
6.2	Safety, security, and governance	P0219	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, identify) in the paper title/abstract.
6.2	Safety, security, and governance	P0095	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, data) in the paper title/abstract.
6.2	Safety, security, and governance	P0096	Matches subsection 'Safety, security, and governance' via shared terms (agents, deployed, how) in the paper title/abstract.
6.2	Safety, security, and governance	P0108	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, core) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0019	Matches subsection 'Safety, security, and governance' via shared terms (agents, deployed, explicit) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0113	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, datasets) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0190	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, core) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0091	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, core) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0101	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, limitations) in the paper title/abstract.
6.2	Safety, security, and governance	P0280	Matches subsection 'Safety, security, and governance' via shared terms (benchmarks, data, design) in the paper title/abstract. (also mapped 3× already)
